REFERENCIA	DESCRIPCION_REF	STOCK_TOTAL_PORTABILIDAD	STOCK_DISPONIBLE_PORTABILIDAD	COMPROMETIDO_PORTABILIDAD	PENDIENTE_PORTABILIDAD	STOCK_TOTAL_NO_PORTABILIDAD	DISPONIBLE_NO_PORTABILIDAD	COMPROMETIDO_NO_PORTABILIDAD	PENDIENTE_NO_PORTABILIDAD
3330092	NOKIA 6500 SLIDE NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3330096	NOKIA N95 8GB POS UMTS SIG	0	0	0	0	0	0	0	0
3330098	SAMSUNG I900 16GB POS UMTS SIG	0	0	0	0	0	0	0	0
3330102	SAMSUNG S7330 NEGRO POS UMTS	0	0	0	0	0	0	0	0
3330103	ASUS P552 GALAXY MINI 2L POS UMTS SIG	0	0	0	0	0	0	0	0
3330106	LG KF310 VERDE POS UMTS SIG	0	0	0	0	0	0	0	0
3330113	SAMSUNG F480 ROSA POS UMTS SIG	0	0	0	0	0	0	0	0
3330118	HTC P3450 BLANCO (ELF) POS UMTS SIG	0	0	0	0	0	0	0	0
3330119	SAMSUNG I900 16GB POS UMTS SIG	0	0	0	0	0	0	0	0
3330126	LG KF310 BLANCO Y NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3330131	NOKIA E71 POS UMTS SIG	0	0	0	0	0	0	0	0
3330138	HUAWEI E160E BEW POS UMTS SIG	0	0	0	0	0	0	0	0
3330147	SE W595 BLANCO/ROJO ( LINDA) PO	0	0	0	0	0	0	0	0
3330148	SE W595s AZUL (LINETTE) POS UMTS SIG	0	0	0	0	0	0	0	0
3330154	NOKIA 5800  BUNDDLE POS UMTS SIG	0	0	0	0	0	0	0	0
3330159	SE C903 ROJO POS UMTS SIG	0	0	0	0	0	0	0	0
3330164	HUAWEI E160E BLANCO IEW POS UMTS SIG	0	0	0	0	0	0	0	0
3330165	HUAWEI E160E ROSA IEW POS UMTS SIG	0	0	0	0	0	0	0	0
3330175	SAMSUNG S800 (CUBIC) POS UMTS	0	0	0	0	0	0	0	0
3330181	ORANGE OSLO NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3330193	NOKIA 6700 BRILLANTE POS UMTS SIG	0	0	0	0	0	0	0	0
3330194	NOKIA N97 mini NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3330196	HUAWEI E1752 NEGRO IEW UMTS SIG	0	0	0	0	0	0	0	0
3330197	HUAWEI E1752 BLANCO IEW	0	0	0	0	0	0	0	0
3330198	HUAWEI E1752 ROSA IEW	0	0	0	0	0	0	0	0
3330201	LG BL20 NEGRO-ROJO POS UMTS SIG	0	0	0	0	0	0	0	0
3330202	LG BL20 AZUL-PLATA POS UMTS SIG	0	0	0	0	0	0	0	0
3330203	LG GD880 (MINI) NEGRO PLATA POS UMTS SIG	0	0	0	0	0	0	0	0
3330207	LG GU280 ROJO-BLANCO UMTS SIG	0	0	0	0	0	0	0	0
3330208	NOKIA 5230 BLANCO+ROJO POS UMTS SIG	0	0	0	0	0	0	0	0
3330209	NOKIA 2730 MAGENTA POS UMTS SIG	0	0	0	0	0	0	0	0
3330210	NOKIA 7230 GRAFITO POS UMTS SIG	0	0	0	0	0	0	0	0
3330211	NOKIA N97 MINI BLANCO POS UMTS SIG	0	0	0	0	0	0	0	0
3330212	NOKIA X6 16GB NEGRO UMTS SIG	0	0	0	0	0	0	0	0
3330213	SAMSUNG i5700 BLANCO POS UMTS SIG	0	0	0	0	0	0	0	0
3330214	SAMSUNG i5700 NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3330218	SAMSUNG F480 PLATA/NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3330219	SAMSUNG F480 ROSA POS UMTS SIG	0	0	0	0	0	0	0	0
3330220	NOKIA E72 NEGRO UMTS SIG	0	0	0	0	0	0	0	0
3330222	SAMSUNG F480 BLANCO POS UMTS SIG	0	0	0	0	0	0	0	0
3330224	ZTE MF637 NEGRO IEW UMTS SIG	0	0	0	0	0	0	0	0
3330229	NOKIA 7230 ROSA POS UMTS SIG	0	0	0	0	0	0	0	0
3330232	NOKIA N97 MINI NEGRO NAVI POS UMTS SIG	0	0	0	0	0	0	0	0
3330253	SAMSUNG I9000 GALAXY S POS UMTS SIG	0	0	0	0	0	0	0	0
3330254	HTC 7 MOZART POS UMTS SIG	0	0	0	0	0	0	0	0
3330255	BLACKBERRY 9300 (KEPLER) POS UMTS SIG	0	0	0	0	0	0	0	0
3330264	SE U5i (VIVAZ) ROSA POS UMTS SIG + 8GB	0	0	0	0	0	0	0	0
3330265	SE XPERIA X8 BLANCO SHAKIRA POS UMTS SIG	0	0	0	0	0	0	0	0
3330266	NOKIA C6-01 PLATA POS UMTS SIG	0	0	0	0	0	0	0	0
3330272	SAMSUNG S7230e NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3400063	FOLLETO SERVICIOS 3G 2007 (2)	0	0	0	0	0	0	0	0
3400307	DIPTICO IEW PRO+TARJETA	0	0	0	0	0	0	0	0
3400327	SOBRE INFORMATICO PREPAGO 2009-2	0	0	0	0	0	0	0	0
3400333	SOBRE INFORMATIVO PREPAGO 2010	0	0	0	0	0	0	0	0
3400352	FAJA UNICEF NOKIA C3	0	0	0	0	0	0	0	0
3400353	FOLLETO UNICEF NOKIA C3	0	0	0	0	0	0	0	0
3600311	USB CLUB ASESOR	0	0	0	0	0	0	0	0
3600358	CAMISETA TALLA M	0	0	0	0	0	0	0	0
3600359	CAMISETAS TALLA L	0	0	0	0	0	0	0	0
3600537	KIT POLAR NOKIA	0	0	0	0	0	0	0	0
3700179	CAR KIT MODELABS BLUETREK	0	0	0	0	0	0	0	0
3700192	cargadores Toshiba G710	0	0	0	0	0	0	0	0
3700199	CARGADOR COCHE BB	0	0	0	0	0	0	0	0
3800000	PACK SIM INICIO 64K 12 EUR	0	0	0	0	0	0	0	0
3800004	PACK SIM INICIO + SMS 12 #	0	0	0	0	0	0	0	0
3800005	PACK SIM INICIO YA.COM	0	0	0	0	0	0	0	0
3800006	PACK SIM INICIO FOR FREE 2008 12#	0	0	0	0	0	0	0	0
3800011	PACK SIM INICIO FOR FREE 08 12 E 30/6/08	0	0	0	0	0	0	0	0
3800012	PACK SIM FOR FREE 12 EUR 30/10/08	0	0	0	0	0	0	0	0
3800013	PACK SIM INICIO FUSION 12 EUR	0	0	0	0	0	0	0	0
3800014	PACK SIM INICIO 40 MOVIL	0	0	0	0	0	0	0	0
3800015	PACK SIM PARTNERS 6 Eur.	0	0	0	0	0	0	0	0
3800019	PACK SIM FOR FREE 12  EUR (F CAD 31/01/09)	0	0	0	0	0	0	0	0
3800020	PACK SIM ONLY HABLO 15 eur(voz)	0	0	0	0	0	0	0	0
3800022	PACK SIM ONLY  MUNDO 15 eur (internac)	0	0	0	0	0	0	0	0
3800024	PACK SIM ONLY HABLO 15 eur & CUPON dup	0	0	0	0	0	0	0	0
3800027	PACK SIM ONLY SEGM HABLO 15 eur-CAN- dup	0	0	0	0	0	0	0	0
3800029	PACK SIM ONLY SEGM MUNDO 15eur -CAN- dup	0	0	0	0	0	0	0	0
3800030	PACK SIM SEGM HABLO 15 eur+CUPON-CAN-dup	0	0	0	0	0	0	0	0
3800033	Pack Sim For free 12eur (fcad	0	0	0	0	0	0	0	0
3800035	PACK TIEMPO DE MAGIA+CUPON	0	0	0	0	0	0	0	0
3800038	PACK SIM FOR FREE 12EUR (FCAD	0	0	0	0	0	0	0	0
3800039	PACK SIM FOR FREE 12EUR (FCAD 31/07/09)	0	0	0	0	0	0	0	0
3800042	PACK SIM ONLY SEGM HABLO 15 EUR -CAN-	0	0	0	0	0	0	0	0
3800043	PACK SIM ONLY SEGM MUNDO 15 EUR -CAN-	0	0	0	0	0	0	0	0
3800047	PACK SIM FOR FREE 5EUR (FCAD 31/01/10)	0	0	0	0	0	0	0	0
3800049	PACK SIM PREPAGO 12 EUR 64K(2010)	0	0	0	0	0	0	0	0
38100056	WP POSPAGO EMPRESAS 128K HLR 34	0	0	0	0	0	0	0	0
3810011	WP POSPAGO RESIDENCIAL 64K HLR30	0	0	0	0	0	0	0	0
3810013	WP POSPAGO RESIDENCIAL 64K HLR23	0	0	0	0	0	0	0	0
3810026	WP POSPAGO RESIDENCIAL 64K HLR34	0	0	0	0	0	0	0	0
3810028	WP POSPAGO EMPRESAS 64K HLR10	0	0	0	0	0	0	0	0
3810030	WP POSPAGO EMPRESAS 64K HLR33	0	0	0	0	0	0	0	0
3810031	WP POSPAGO EMPRESAS 64K HLR 34	0	0	0	0	0	0	0	0
3810042	WP POSPAGO RESIDENCIAL 64K HLR 24	0	0	0	0	0	0	0	0
3810043	WP POSPAGO EMPRESAS 64K HLR 24	0	0	0	0	0	0	0	0
3810099	WP POSPAGO BASICO RESIDENCIAL 64K HLR32	0	0	0	0	0	0	0	0
3920005	PC HP COMPAQ MINI CQ10-100SS	0	0	0	0	0	0	0	0
3920006	PC HP MINI 110	0	0	0	0	0	0	0	0
3920007	PC HP MINI 210	0	0	0	0	0	0	0	0
40000	Minikit Parrot E- Shop  	0	0	0	0	0	0	0	0
50000	Cargador solar Pos  	0	0	0	0	0	0	0	0
60000	Adaptador Micro a Mini SD       	0	0	0	0	0	0	0	0
70000	Cargador coche Blackberry 8100   	0	0	0	0	0	0	0	0
80000	Funda Blackberry 8100 dark red 	0	0	0	0	0	0	0	0
90000	Funda Blackberry 8100 Orange   	0	0	0	0	0	0	0	0
alta40post_5	GENERICA	0	0	0	0	0	0	0	0
altabasi_9	GENERICA	0	0	0	0	0	0	0	0
altapost_1	GENERICA	0	0	0	0	0	0	0	0
altapost_1BASICO	GENERICA	0	0	0	0	0	0	0	0
altapost_4G	GENERICA	0	0	0	0	0	0	0	0
altapre_11	GENERICA	0	0	0	0	0	0	0	0
CAJA_VACIA	CAJA VACÍA	0	0	0	0	0	0	0	0
fusion_4	GENERICA	0	0	0	0	0	0	0	0
migra_4G	GENERICA	0	0	0	0	0	0	0	0
NO_ORANGE	Referencia No Orange	0	0	0	0	0	0	0	0
NO_ORANGE_SN	Referencia No Orange Sin Número de Serie	0	0	0	0	0	0	0	0
porta40post_6	GENERICA	0	0	0	0	0	0	0	0
porta40pre_7	GENERICA	0	0	0	0	0	0	0	0
portabasi_10	GENERICA	0	0	0	0	0	0	0	0
portafusion_5	GENERICA	0	0	0	0	0	0	0	0
portapost_2	GENERICA	0	0	0	0	0	0	0	0
portapost_4G	GENERICA	0	0	0	0	0	0	0	0
portapre_3	GENERICA	0	0	0	0	0	0	0	0
3330204	LG GW620 (EVE) AZUL-NEGRO POS UMTS SIG	0	0	0	0	0	-1	1	1
3330189	HUAWEI E5832 WIFI MODEM POS UMTS SIG	0	0	0	0	0	-2	2	2
